;204;Enggano Island  ( YB4 );YB4 ;;2
;205;Woodlark group  ( P2 );P2 ;;2
;206;WA State (SW Coast) North group  ( VK6 );VK6 ;;
;207;Cagayan Islands  ( DU1 );DU1 ;;2
;208;Banggai Islands  ( YB8 );YB8 ;;2
;209;Talaud Islands  ( YB8 );YB8 ;;2
;210;Sangihe Islands  ( YB8 );YB8 ;;2
;211;Houtman Abrolhos  ( VK6 );VK6 ;;
;212;NSW State Centre group  ( VK2 );VK2 ;;
;213;Togian Islands  ( YB8 );YB8 ;;2
;214;WA State (NW Coast) East group  ( VK6 );VK6 ;;
;215;Mentawai Islands  ( YB5 );YB5 ;;2
;216;Ashmore & Cartier Islands  ( VK9 );VK9 ;;2
;217;Kangean Islands  ( YB3 );YB3 ;;2
;218;Matthew & Hunter Islands  ( FK );FK ;;2
;219;Tukangbesi Islands  ( YB8 );YB8 ;;2
;220;SA State West group  ( VK5 );VK5 ;;
;221;Kai Islands  ( YB8 );YB8 ;;2
;222;Obi Islands  ( YB8 );YB8 ;;2
;223;NSW State South group  ( VK2 );VK2 ;;
;224;Tanimbar Islands  ( YB8 );YB8 ;;2
;225;Turtle Islands  ( DU8 );DU8 ;;2
;226;Mwokil & Pingelap Atolls  ( V6 );V6 ;;2
;227;QLD State (Gulf of Carpentaria) South g.  ( VK4 );VK4 ;;
;228;SA State East group  ( VK5 );VK5 ;;
;229;NT (Arafura Sea Coast) Centre group  ( VK8 );VK8 ;;
;230;Rowley Shoals  ( VK );VK ;;
;231;Green Islands  ( P2 );P2 ;;2
;232;Timor-Leste's Coastal Islands  ( 4W );4W ;1;
;233;Tasmania's Coastal Islands  ( VK7 );VK7 ;;
;234;Browse Island, WA Outliers  ( VK );VK ;;
;235;Mindanao's Coastal Islands  ( DU8, 9 );DU8, 9 ;;2
;236;Celebes's Coastal Islands  ( YB8 );YB8 ;;2
;237;Java's Coastal Islands  ( YB0-3 );YB0-3 ;;2
;238;Pukarua & Reao Atolls  ( FO );FO ;;2
;239;West Papua’s Coastal Islands West  ( YB9 );YB9 ;;2
;240;PNG's Coastal Islands East  ( P2 );P2 ;;2
;241;Timor Barat's Coastal Islands  ( YB9 );YB9 ;;2
;242;Bonerate & Taka' Bonerate Islands  ( YB8 );YB8 ;;2
;243;WA State (S Coast) West group  ( VK6 );VK6 ;;
;244;Luzon's Coastal Islands  ( DU1-4 );DU1-4 ;;2
;245;Sumatra's Coastal Islands North  ( YB5, 6 );YB5, 6 ;;2
;246;Leti & Sermata Islands  ( YB8 );YB8 ;;2
;247;Sabalana & Tengah Islands  ( YB8 );YB8 ;;2
;248;Sonsorol Islands  ( T8 );T8 ;;2
;249;Aru Islands  ( YB8 );YB8 ;;2
;250;Masalembu Islands  ( YB3 );YB3 ;;2
;251;Victoria State West group  ( VK3 );VK3 ;;
;252;Kalimantan's Coastal Islands West  ( YB7 );YB7 ;;2
;253;Hall Islands  ( V6 );V6 ;;2
;254;Mortlock Islands  ( V6 );V6 ;;2
;255;QLD State (Gulf of Carpentaria) North g.  ( VK4 );VK4 ;;
;256;Kilinailau (Tulun) Islands  ( P2 );P2 ;;2
;257;Nuguria Islands  ( P2 );P2 ;;2
;258;PNG's Coastal Islands North  ( P2 );P2 ;;2
;259;Nukuoro Atoll  ( V6 );V6 ;;2
;260;Oroluk Atoll  ( V6 );V6 ;;2
;261;SA State West Centre group  ( VK5 );VK5 ;;
;262;Sumatra's Coastal Islands South  ( YB4, 5 );YB4, 5 ;;2
;263;Taongi Atoll  ( V7 );V7 ;;2
;264;Maria Island  ( FO );FO ;;2
;265;Coral Sea Islands Territory South  ( VK9 );VK9 ;;2
;266;WA State (N Coast) Centre group  ( VK6 );VK6 ;;
;267;Coral Sea Islands Territory North  ( VK9 );VK9 ;;2
;268;Laut Kecil Islands  ( YB7 );YB7 ;;2
;269;Karimata Islands  ( YB7 );YB7 ;;2
;270;Simeulue and Banyak Islands  ( YB6 );YB6 ;;2
;271;Babar Islands  ( YB8 );YB8 ;;2
;272;Barat Daya Islands  ( YB8 );YB8 ;;2
;273;Gorong and Watubela Islands  ( YB8 );YB8 ;;2
;274P;Lucipara and Penyu Islands  ( YB8 );YB8 ;;2
;275;West Papua’s Coastal Islands South  ( YB9 );YB9 ;;2
;276;Mapia Islands  ( YB9 );YB9 ;;2
;277;Sorol Atoll  ( V6 );V6 ;;2
;278;Ujelang Atoll  ( V7 );V7 ;;2
;279;Malden Island  ( T32 );T32 ;;2
;280;Starbuck Island  ( T32 );T32 ;;2
;281;Caroline Island  ( T32 );T32 ;;2
;282;Vostok and Flint Islands  ( T32 );T32 ;;2
;283;Tauu Islands  ( P2 );P2 ;;2
;284;Nukumanu Islands  ( P2 );P2 ;;2
;285;Sikaiana Atoll  ( H44 );H44 ;;2
;286P;Antipodes Islands  ( ZL );ZL ;;2
;287P;Bounty Islands  ( ZL );ZL ;;2
;288P;Nihoa Island  ( KH6, 7 );KH6, 7 ;;2
;288P;Necker Island  ( KH6, 7 );KH6, 7 ;;2
;288P;Gardner Pinnacles  ( KH6, 7 );KH6, 7 ;;2
;288P;Laysan Island  ( KH6, 7 );KH6, 7 ;;2
;288P;Lisianski Island  ( KH6, 7 );KH6, 7 ;;2
;288P;Pearl and Hermes Atoll  ( KH6, 7 );KH6, 7 ;;2
;294P;Sandy Island  ( VK );VK ;;
;295;Sebatik Island  ( 9M6, YB7);9M6, YB7;;2
;296P;Tobi and Helen Islands  ( T8 );T8 ;;2
SA;;SOUTH AMERICA;;;
;1;Easter Island  ( CE0 );CE0 ;;2
;2;Falkland Islands  ( VP8 );VP8 ;;2
;3;Fernando De Noronha Archipelago  ( PY0F );PY0F ;1;
;4;Galapagos Islands  ( HC8 );HC8 ;1;
;5;Juan Fernandez Archipelago  ( CE0 );CE0 ;;2
;6;Bonaire Island  ( PJ4 );PJ4 ;1;
;7;Malpelo Island  ( HK0 );HK0 ;;2
;8;Tierra Del Fuego  ( LU, CE8 );LU, CE8 ;;
;9;Tobago Island  ( 9Y );9Y ;;2
;10;Trindade & Martin Vaz Islands  ( PY0T );PY0T ;1;
;11;Trinidad Island  ( 9Y );9Y ;;2
;12;Nueva Esparta State group  ( YV7 );YV7 ;;
;13;San Felix & San Ambrosio Islands  ( CE0 );CE0 ;;2
;14;St Peter & St Paul Rocks  ( PY0S );PY0S ;1;
;15;Los Monjes Archipelago  ( YV5 );YV5 ;;
;16;Maranhao State Centre group  ( PR8 );PR8 ;;
;17;Cauca/Valle Division group  ( HK5 );HK5 ;;
;18;Los Lagos Region South group  ( CE7 );CE7 ;;
;19;Abrolhos Archipelago  ( PY6 );PY6 ;;
;20;French Guiana group  ( FY );FY ;1;
;21;Buenos Aires (Bahia Blanca) Province g.  ( LU );LU ;;
;22;Buenos Aires (Bahia Anegada) Prov g.  ( LU );LU ;;
;23;Bahia State North group  ( PY6 );PY6 ;;
;24;Sao Paulo State West group  ( PY2 );PY2 ;;
;25;Piaui State group  ( PS8 );PS8 ;;
;26;Santa Catarina State Centre group  ( PP5 );PP5 ;;
;27;Santa Catarina State North group  ( PP5 );PP5 ;;
;28;Sao Paulo State East group  ( PY2 );PY2 ;;
;29;Rio De Janeiro State West group  ( PY1 );PY1 ;;
;30;San Jose/Montevideo/Canelones Dept g.  ( CX );CX ;;
;31;Wollaston & Hermite Islands  ( CE9 );CE9 ;;2
;32;Ultima Esperanza Province North group  ( CE8 );CE8 ;;
;33;Manabi Province group  ( HC4 );HC4 ;;
;34;Guayas/El Oro Province group  ( HC2, 3 );HC2, 3 ;;
;35;Los Roques Islands  ( YV5 );YV5 ;;
;36;Aruba Island  ( P4 );P4 ;1;
;37;Blanquilla group  ( YV5 );YV5 ;;
;38;Atol Das Rocas  ( PY0R );PY0R ;1;
;39;Maldonado/Rocha Department group  ( CX );CX ;;
;40;Bolivar/Atlantico Division group  ( HK1 );HK1 ;;
;41;Maranhao State West group  ( PR8 );PR8 ;;
;42;Para State West group  ( PY8 );PY8 ;;
;43;Aisen Region North group  ( CE7 );CE7 ;;
;44;La Tortuga Island  ( YV5 );YV5 ;;
;45;Amapa State group  ( PQ8 );PQ8 ;;
;46;Pernambuco State group  ( PY7 );PY7 ;;
;47;Parana State group  ( PY5 );PY5 ;;
;48;Sucre State East group  ( YV7 );YV7 ;;
;49;Tierra Del Fuego's Coastal Islands  ( LU );LU ;;
;50;Antartica Chilena Province group  ( CE9 );CE9 ;;2
;51;Las Aves Islands  ( YV5 );YV5 ;;
;52;Lima Department group  ( OA4 );OA4 ;;
;53;Aisen Region South group  ( CE7 );CE7 ;;
;54;Orchila Island  ( YV5 );YV5 ;;
;55;Buenos Aires (Delta Del Parana) Prov g.  ( LU );LU ;;
;56;Esmeraldas Province group  ( HC4 );HC4 ;;
;57;Colonia Department group  ( CX );CX ;;
;58;Carabobo/Aragua/DF/Miranda State group  ( YV4, 5 );YV4, 5 ;;
;59;Los Testigos group  ( YV5 );YV5 ;;
;60;Para State East group  ( PY8 );PY8 ;;
;61;La Araucania Reg/Los Lagos Reg North g.  ( CE6 );CE6 ;;
;62;Bahia State South group  ( PY6 );PY6 ;;
;63;Monagas/Delta Amacuro State group  ( YV8 );YV8 ;;
;64;Aisen Region Centre group  ( CE7 );CE7 ;;
;65;Chubut Province South group  ( LU );LU ;;
;66;Zulia State group  ( YV1 );YV1 ;;
;67;Espirito Santo State group  ( PP1 );PP1 ;;
;68;Guyana group  ( 8R );8R ;;
;69;Antofagasta Region group  ( CE1 );CE1 ;;
;70;Bio-Bio Region group  ( CE5 );CE5 ;;
;71;Sao Paulo State Centre group  ( PY2 );PY2 ;;
;72;Maranhao State East group  ( PR8 );PR8 ;;
;73;Ica Department group  ( OA5 );OA5 ;;
;74;Ancash Department group  ( OA3 );OA3 ;;
;75;La Libertad Department group  ( OA2 );OA2 ;;
;76;Tumbes/Piura/Lambayeque Department g.  ( OA1 );OA1 ;;
;77;Rio De Janeiro State East group  ( PY1 );PY1 ;;
;78;Cordoba/Sucre Division group  ( HK1 );HK1 ;;
;79;Rio De Janeiro State Centre group  ( PY1 );PY1 ;;
;80;Bahia State Centre group  ( PY6 );PY6 ;;
;81;Narino Division group  ( HK8 );HK8 ;;
;82;Magdalena/Guajira Division group  ( HK2 );HK2 ;;
;83;Salas y Gomez Island  ( CE0 );CE0 ;;2
;84;Choco Division South group  ( HK4 );HK4 ;;
;85;Atacama Region group  ( CE1 );CE1 ;;
;86;Coquimbo/Valparaiso Region group  ( CE2 );CE2 ;;
;87;Santa Cruz Province North group  ( LU );LU ;;
;88;Santa Catarina State South group  ( PP5 );PP5 ;;
;89;Falcon State group  ( YV1 );YV1 ;;
;90;Anzoategui State/Sucre State West group  ( YV5-7 );YV5-7 ;;
;91;Magallanes Province group  ( CE8 );CE8 ;;
;92;Suriname group  ( PZ );PZ ;;
;93;Choco Division North/Antioquia Division g.  ( HK4 );HK4 ;;
;94;Ultima Esperanza Province South group  ( CE8 );CE8 ;;
;95;O'Higgins/Maule Region group  ( CE4 );CE4 ;;
;96;Chubut Province North group  ( LU );LU ;;
;97;Diego Ramirez Islands  ( CE9 );CE9 ;;2
;98;Arequipa/Moquegua/Tacna Department g.  ( OA6 );OA6 ;;
;99;Curacao Island  ( PJ2 );PJ2 ;1;
;100P ;Arica and Parinacota/Tarapaca Region g.  ( CE1 );CE1 ;;
